               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.016447,            0.015947,           0.0010173,             0.95322,             0.97483,             0.98142,             0.86132,            0.012397,           0.0062112,          0.00034503,           0.0053587,           0.0053587,           0.0053587
                 155,            0.016602,            0.016213,           0.0011808,             0.95603,             0.96546,             0.97851,             0.86074,            0.012458,           0.0061435,          0.00038582,           0.0053116,           0.0053116,           0.0053116
                 156,            0.016445,             0.01599,           0.0010492,             0.95988,             0.96948,             0.97541,             0.85899,             0.01251,           0.0061497,          0.00036857,           0.0052645,           0.0052645,           0.0052645
                 157,            0.016798,            0.015895,            0.001109,             0.96703,             0.96237,             0.97864,              0.8611,            0.012445,           0.0060931,          0.00037891,           0.0052174,           0.0052174,           0.0052174
                 158,            0.016391,            0.016118,           0.0010148,             0.95427,             0.97322,             0.97944,             0.85871,            0.012411,           0.0060217,          0.00035503,           0.0051704,           0.0051704,           0.0051704
                 159,            0.016237,            0.016187,          0.00098391,             0.96668,             0.97051,             0.97997,             0.85734,            0.012409,           0.0060466,          0.00035008,           0.0051234,           0.0051234,           0.0051234
                 160,            0.016349,            0.015621,          0.00089964,             0.95802,              0.9732,             0.97697,             0.86096,            0.012408,           0.0060202,          0.00037034,           0.0050765,           0.0050765,           0.0050765
                 161,            0.016312,            0.015705,          0.00099292,             0.96031,             0.97104,             0.97865,             0.85888,            0.012413,           0.0059694,          0.00035427,           0.0050296,           0.0050296,           0.0050296
                 162,             0.01651,            0.015985,           0.0011044,             0.96096,             0.97317,             0.97854,             0.85824,            0.012251,           0.0060249,          0.00034577,           0.0049828,           0.0049828,           0.0049828
                 163,            0.016133,            0.015603,          0.00096019,              0.9613,             0.97238,             0.97857,             0.85982,            0.012193,           0.0060268,           0.0003418,            0.004936,            0.004936,            0.004936
                 164,            0.016253,            0.015294,           0.0011652,             0.96389,             0.96741,             0.97602,             0.85745,            0.012271,           0.0060706,           0.0003783,           0.0048893,           0.0048893,           0.0048893
                 165,            0.016387,            0.015792,          0.00092619,             0.95435,             0.96892,             0.97611,             0.85816,            0.012364,           0.0061011,           0.0003857,           0.0048426,           0.0048426,           0.0048426
                 166,            0.016271,            0.015599,           0.0010418,             0.95877,             0.96301,             0.97647,             0.85944,            0.012155,           0.0060667,          0.00035442,            0.004796,            0.004796,            0.004796
                 167,            0.016062,            0.015416,           0.0010319,             0.95371,             0.96826,             0.97609,             0.85953,            0.012431,           0.0061144,          0.00036597,           0.0047495,           0.0047495,           0.0047495
                 168,            0.016196,            0.015433,          0.00094768,             0.96003,             0.96201,              0.9758,             0.85929,            0.012421,           0.0061089,          0.00037644,           0.0047031,           0.0047031,           0.0047031
                 169,            0.015991,            0.015649,           0.0010191,             0.95259,             0.97049,             0.97773,             0.86256,            0.012184,           0.0060273,          0.00033615,           0.0046568,           0.0046568,           0.0046568
                 170,            0.015979,            0.015416,          0.00086413,             0.95674,              0.9732,             0.97588,             0.86123,            0.012044,           0.0059712,          0.00030426,           0.0046105,           0.0046105,           0.0046105
                 171,            0.016145,            0.015645,          0.00094866,             0.95878,             0.96805,             0.97656,             0.86381,            0.012001,           0.0060242,          0.00030695,           0.0045644,           0.0045644,           0.0045644
                 172,            0.015694,            0.015099,          0.00089083,             0.96874,             0.96695,             0.97835,             0.85995,            0.011959,           0.0060636,          0.00032545,           0.0045184,           0.0045184,           0.0045184
                 173,            0.015681,            0.015462,          0.00087238,             0.96109,             0.97406,             0.97977,             0.86072,            0.011917,           0.0060733,          0.00032163,           0.0044724,           0.0044724,           0.0044724
                 174,            0.015873,            0.015217,          0.00097021,             0.96112,             0.97666,             0.98001,             0.86099,            0.011905,           0.0060295,          0.00032535,           0.0044266,           0.0044266,           0.0044266
                 175,            0.015883,            0.015302,          0.00086851,             0.96498,             0.97506,             0.98092,               0.863,            0.011925,           0.0059928,          0.00030713,           0.0043809,           0.0043809,           0.0043809
                 176,             0.01555,            0.014766,          0.00084897,             0.95849,             0.97497,              0.9809,             0.86435,            0.011972,           0.0059807,          0.00030465,           0.0043353,           0.0043353,           0.0043353
                 177,            0.015843,            0.015161,          0.00088721,               0.958,             0.97427,             0.98053,             0.86232,              0.0119,           0.0060015,          0.00031769,           0.0042899,           0.0042899,           0.0042899
                 178,            0.015589,            0.015328,          0.00098935,             0.96058,             0.97015,             0.98087,              0.8655,            0.011809,           0.0059556,          0.00030166,           0.0042445,           0.0042445,           0.0042445
                 179,            0.015671,            0.015172,          0.00095707,             0.95635,              0.9712,             0.98103,             0.86471,            0.011769,           0.0059544,          0.00030714,           0.0041994,           0.0041994,           0.0041994
                 180,            0.015877,            0.015297,           0.0010094,             0.95952,              0.9731,             0.98076,             0.86349,            0.011841,           0.0060232,          0.00030066,           0.0041543,           0.0041543,           0.0041543
                 181,            0.015298,            0.014803,          0.00081462,             0.95885,             0.97296,             0.98076,             0.86576,            0.011781,           0.0060044,          0.00030109,           0.0041094,           0.0041094,           0.0041094
                 182,            0.015464,            0.015083,          0.00097858,             0.96841,             0.96388,             0.98065,              0.8648,             0.01183,           0.0059781,          0.00031818,           0.0040647,           0.0040647,           0.0040647
                 183,            0.015263,            0.015004,          0.00080026,             0.96126,             0.97056,             0.97942,             0.86723,             0.01192,           0.0059948,           0.0003219,           0.0040201,           0.0040201,           0.0040201
                 184,            0.015495,            0.014883,          0.00084023,              0.9643,             0.96999,              0.9797,             0.86522,            0.011861,           0.0059531,          0.00037362,           0.0039757,           0.0039757,           0.0039757
                 185,            0.015299,            0.014697,          0.00078679,             0.95993,             0.96938,             0.97931,             0.86831,            0.011831,           0.0059343,          0.00034025,           0.0039314,           0.0039314,           0.0039314
                 186,            0.015459,            0.014567,           0.0007927,             0.95756,             0.97589,             0.97988,              0.8655,            0.011802,           0.0059205,          0.00031195,           0.0038873,           0.0038873,           0.0038873
                 187,            0.015662,            0.014897,           0.0009287,             0.95986,             0.97599,             0.98028,             0.86702,            0.011763,           0.0058978,          0.00028913,           0.0038434,           0.0038434,           0.0038434
                 188,            0.015321,            0.014624,          0.00076319,             0.97023,             0.96376,              0.9792,             0.86752,            0.011847,           0.0058962,          0.00027204,           0.0037997,           0.0037997,           0.0037997
                 189,            0.014989,            0.014578,          0.00080156,             0.96103,             0.96883,             0.97886,             0.86688,            0.011757,            0.005867,          0.00026257,           0.0037562,           0.0037562,           0.0037562
                 190,             0.01518,            0.014702,          0.00076039,             0.96476,             0.96708,             0.97894,             0.86727,            0.011748,           0.0058213,          0.00025967,           0.0037128,           0.0037128,           0.0037128
                 191,            0.015202,            0.014501,          0.00060813,             0.95547,             0.97068,             0.97777,             0.86747,            0.011764,           0.0058007,          0.00026569,           0.0036697,           0.0036697,           0.0036697
                 192,            0.015179,             0.01451,          0.00074088,             0.96075,             0.97411,             0.98101,             0.86878,            0.011819,           0.0057758,          0.00027401,           0.0036267,           0.0036267,           0.0036267
                 193,            0.014673,             0.01442,          0.00067079,             0.96689,             0.97047,              0.9823,             0.87122,            0.011813,           0.0057923,          0.00027511,            0.003584,            0.003584,            0.003584
                 194,             0.01487,            0.014483,          0.00068937,              0.9755,             0.97291,             0.98389,              0.8719,            0.011812,           0.0058048,          0.00027813,           0.0035415,           0.0035415,           0.0035415
                 195,            0.014585,             0.01465,          0.00065444,             0.97148,             0.97009,             0.98298,             0.87396,            0.011803,           0.0057846,          0.00027701,           0.0034991,           0.0034991,           0.0034991
                 196,            0.014692,            0.014575,          0.00060763,             0.97121,             0.97037,             0.98295,             0.87538,            0.011736,           0.0057582,          0.00027948,            0.003457,            0.003457,            0.003457
                 197,            0.014671,            0.014645,          0.00065923,             0.97325,             0.96418,             0.98138,             0.87604,            0.011784,           0.0057536,          0.00027948,           0.0034152,           0.0034152,           0.0034152
                 198,            0.014765,            0.014565,          0.00070917,             0.97163,             0.96861,              0.9833,             0.87802,            0.011814,           0.0057384,           0.0002794,           0.0033735,           0.0033735,           0.0033735
                 199,            0.014518,            0.014415,          0.00063472,             0.97023,             0.96576,             0.98129,             0.87706,            0.011813,            0.005728,          0.00028394,           0.0033321,           0.0033321,           0.0033321
                 200,            0.014498,            0.014372,          0.00065015,             0.96251,             0.97028,             0.97959,             0.87468,             0.01183,           0.0057628,          0.00029195,           0.0032909,           0.0032909,           0.0032909
                 201,             0.01439,            0.014283,          0.00058452,             0.96109,             0.97091,             0.97961,             0.87266,            0.011826,           0.0057567,          0.00029374,             0.00325,             0.00325,             0.00325
                 202,            0.014506,            0.013968,          0.00057842,             0.96333,             0.96913,             0.97958,             0.87638,            0.011784,           0.0057691,           0.0002997,           0.0032093,           0.0032093,           0.0032093
                 203,            0.014557,            0.014311,          0.00059309,             0.96905,             0.97015,             0.98311,             0.87733,            0.011753,           0.0057569,          0.00030137,           0.0031689,           0.0031689,           0.0031689
                 204,            0.014315,            0.014009,          0.00052397,             0.96485,             0.96723,             0.97923,             0.87554,            0.011715,           0.0057253,          0.00029396,           0.0031287,           0.0031287,           0.0031287
                 205,            0.014283,            0.014024,           0.0006687,             0.96332,             0.96957,             0.97855,             0.87678,             0.01163,            0.005698,          0.00029049,           0.0030888,           0.0030888,           0.0030888
                 206,            0.014216,            0.014088,          0.00051122,             0.96197,             0.97066,             0.97817,             0.87476,            0.011592,           0.0056913,          0.00028029,           0.0030491,           0.0030491,           0.0030491
                 207,            0.014228,            0.014185,          0.00062253,             0.96253,             0.97078,             0.97876,             0.87478,            0.011581,           0.0056959,          0.00026777,           0.0030097,           0.0030097,           0.0030097
                 208,            0.014317,              0.0137,          0.00060549,             0.96212,             0.97175,             0.97894,             0.87348,            0.011575,           0.0057198,          0.00026617,           0.0029706,           0.0029706,           0.0029706
                 209,            0.014366,            0.014103,          0.00067887,             0.96435,             0.96916,             0.97885,             0.87523,            0.011515,           0.0057426,          0.00026401,           0.0029318,           0.0029318,           0.0029318
                 210,            0.014271,            0.014054,          0.00062157,             0.96418,             0.96983,              0.9786,               0.874,            0.011467,           0.0057303,          0.00026519,           0.0028932,           0.0028932,           0.0028932
                 211,            0.014063,            0.013863,          0.00062797,             0.96201,             0.97161,             0.97835,             0.87686,            0.011423,           0.0057496,          0.00026651,            0.002855,            0.002855,            0.002855
                 212,            0.014027,            0.013838,          0.00073564,             0.96315,             0.97229,             0.97838,             0.87721,            0.011378,           0.0057427,          0.00026864,            0.002817,            0.002817,            0.002817
                 213,            0.013966,            0.013765,          0.00073588,             0.96464,             0.97009,             0.97794,             0.87695,            0.011345,           0.0057309,          0.00026696,           0.0027793,           0.0027793,           0.0027793
                 214,            0.013935,            0.013675,          0.00058248,             0.96334,             0.97042,             0.97785,              0.8774,            0.011322,           0.0057188,          0.00027298,           0.0027419,           0.0027419,           0.0027419
                 215,             0.01361,            0.013775,          0.00056122,             0.96331,             0.97043,             0.97778,              0.8774,            0.011334,           0.0057163,          0.00028089,           0.0027048,           0.0027048,           0.0027048
                 216,            0.013897,            0.013682,           0.0005974,             0.96332,              0.9709,             0.97811,             0.87903,            0.011328,           0.0057136,          0.00028226,           0.0026681,           0.0026681,           0.0026681
                 217,             0.01383,            0.013959,          0.00056805,             0.96482,             0.97004,             0.97851,              0.8791,            0.011309,           0.0056921,          0.00028261,           0.0026316,           0.0026316,           0.0026316
                 218,            0.013868,            0.013684,          0.00049362,             0.96301,             0.97165,              0.9784,             0.87967,            0.011283,           0.0056542,          0.00027834,           0.0025954,           0.0025954,           0.0025954
                 219,            0.013609,            0.013401,          0.00054934,             0.96321,             0.97056,             0.97834,             0.88045,            0.011272,           0.0056401,          0.00027816,           0.0025596,           0.0025596,           0.0025596
                 220,             0.01362,            0.013371,          0.00060325,             0.96606,             0.96755,             0.97881,             0.88191,            0.011259,           0.0056401,           0.0002877,           0.0025241,           0.0025241,           0.0025241
                 221,            0.013859,            0.013535,          0.00057854,             0.96833,              0.9684,             0.98061,             0.88238,            0.011224,            0.005638,           0.0002967,           0.0024889,           0.0024889,           0.0024889
                 222,            0.013673,            0.013519,          0.00057195,             0.96806,             0.96827,             0.98059,             0.88306,            0.011188,           0.0056414,          0.00030062,           0.0024541,           0.0024541,           0.0024541
                 223,            0.013486,            0.013371,          0.00050922,             0.96777,             0.96819,             0.98048,             0.88366,            0.011191,           0.0056363,          0.00030541,           0.0024195,           0.0024195,           0.0024195
                 224,            0.013459,            0.013346,          0.00056895,             0.96302,             0.97265,             0.98038,             0.88416,            0.011186,           0.0056391,          0.00030667,           0.0023854,           0.0023854,           0.0023854
                 225,            0.013391,            0.013413,          0.00062097,             0.96716,              0.9676,             0.98016,             0.88497,            0.011163,           0.0056519,          0.00030523,           0.0023515,           0.0023515,           0.0023515
                 226,             0.01333,            0.013624,          0.00047728,             0.96792,             0.96721,             0.98008,             0.88406,            0.011139,           0.0056417,          0.00030218,            0.002318,            0.002318,            0.002318
                 227,            0.013579,            0.013204,           0.0004217,             0.96852,             0.96714,             0.98007,             0.88273,            0.011122,            0.005639,           0.0002964,           0.0022849,           0.0022849,           0.0022849
                 228,            0.013482,            0.013219,          0.00044872,              0.9683,             0.96744,             0.98008,             0.88228,              0.0111,           0.0056397,          0.00028603,           0.0022521,           0.0022521,           0.0022521
                 229,            0.013119,            0.013188,          0.00051192,              0.9688,             0.96722,             0.98005,             0.88196,            0.011096,           0.0056428,          0.00028096,           0.0022196,           0.0022196,           0.0022196
                 230,            0.013364,             0.01301,          0.00053471,             0.96787,             0.96805,             0.98011,              0.8831,             0.01107,           0.0056426,          0.00027895,           0.0021876,           0.0021876,           0.0021876
                 231,            0.013379,            0.013248,          0.00049485,             0.96918,             0.96705,             0.98011,             0.88258,            0.011079,           0.0056496,          0.00027764,           0.0021558,           0.0021558,           0.0021558
                 232,            0.013359,            0.013127,          0.00058544,             0.96849,               0.968,             0.98008,             0.88297,            0.011073,           0.0056488,          0.00027917,           0.0021245,           0.0021245,           0.0021245
                 233,            0.013538,            0.012833,          0.00046388,             0.96771,             0.96876,             0.98009,             0.88373,            0.011077,            0.005655,           0.0002862,           0.0020935,           0.0020935,           0.0020935
                 234,            0.013177,            0.013057,          0.00050617,             0.96845,             0.96842,             0.98028,             0.88385,             0.01109,           0.0056548,           0.0002903,           0.0020629,           0.0020629,           0.0020629
                 235,            0.013247,            0.012869,          0.00051589,             0.96865,             0.96891,             0.98023,             0.88409,            0.011081,           0.0056639,          0.00028893,           0.0020327,           0.0020327,           0.0020327
                 236,            0.013042,            0.012884,          0.00050069,             0.96806,             0.96686,             0.97858,             0.88423,            0.011085,           0.0056684,          0.00028565,           0.0020028,           0.0020028,           0.0020028
                 237,             0.01295,            0.012923,          0.00043299,             0.96801,             0.96665,              0.9788,             0.88642,             0.01109,           0.0056676,          0.00027779,           0.0019734,           0.0019734,           0.0019734
                 238,            0.012957,            0.012958,          0.00060695,             0.96742,             0.96703,             0.97878,             0.88703,            0.011113,           0.0056698,          0.00026979,           0.0019443,           0.0019443,           0.0019443
                 239,            0.012977,            0.012882,          0.00053493,             0.96853,             0.96615,             0.97882,             0.88781,            0.011123,           0.0056748,          0.00027236,           0.0019156,           0.0019156,           0.0019156
                 240,            0.012767,            0.013125,          0.00045507,             0.96797,             0.96683,             0.97881,             0.88685,            0.011138,           0.0056775,          0.00028095,           0.0018873,           0.0018873,           0.0018873
                 241,            0.012933,            0.012766,          0.00054096,             0.96905,             0.96888,             0.98042,              0.8875,            0.011129,           0.0056847,          0.00028435,           0.0018594,           0.0018594,           0.0018594
                 242,            0.012847,            0.013073,          0.00046693,             0.97069,             0.96773,             0.98058,             0.88764,            0.011128,           0.0056819,          0.00028425,           0.0018319,           0.0018319,           0.0018319
                 243,            0.013211,            0.012939,          0.00050945,             0.97139,              0.9673,             0.98045,             0.88693,            0.011122,           0.0056919,          0.00028014,           0.0018048,           0.0018048,           0.0018048
                 244,            0.012738,            0.012977,          0.00050978,             0.97081,             0.96731,             0.98048,             0.88727,            0.011125,           0.0057019,           0.0002777,           0.0017781,           0.0017781,           0.0017781
                 245,            0.012899,            0.012926,          0.00046827,             0.97055,             0.96703,             0.98061,             0.88772,            0.011132,           0.0056933,          0.00027369,           0.0017519,           0.0017519,           0.0017519
                 246,            0.012753,            0.012527,          0.00045006,             0.97089,             0.96671,             0.98064,             0.88793,            0.011122,           0.0056863,          0.00026351,            0.001726,            0.001726,            0.001726
                 247,            0.012815,            0.012898,          0.00045051,             0.97343,             0.96412,             0.98059,             0.88812,            0.011095,           0.0056906,          0.00025425,           0.0017005,           0.0017005,           0.0017005
                 248,            0.012812,            0.012897,          0.00039683,             0.97087,              0.9667,             0.98069,               0.889,            0.011078,           0.0056853,          0.00025172,           0.0016755,           0.0016755,           0.0016755
                 249,            0.012761,            0.012408,          0.00050739,             0.96877,             0.96537,             0.97909,             0.88782,            0.011062,           0.0056816,          0.00024636,           0.0016509,           0.0016509,           0.0016509
                 250,            0.012783,            0.012487,          0.00042415,             0.96766,             0.96956,             0.98063,             0.88828,            0.011051,           0.0056824,          0.00024009,           0.0016267,           0.0016267,           0.0016267
                 251,            0.012616,            0.012802,          0.00033811,             0.96984,             0.96789,             0.98078,             0.88804,            0.011025,           0.0056763,          0.00023589,           0.0016029,           0.0016029,           0.0016029
                 252,            0.012378,            0.012791,          0.00036347,             0.96885,             0.96886,             0.98067,             0.88887,            0.011017,           0.0056682,          0.00022998,           0.0015795,           0.0015795,           0.0015795
                 253,            0.012777,            0.012537,          0.00036531,             0.97038,             0.96708,             0.98058,             0.88799,            0.011012,           0.0056694,          0.00022554,           0.0015566,           0.0015566,           0.0015566
                 254,            0.012668,            0.012728,          0.00042231,             0.96965,             0.96797,             0.98067,              0.8873,             0.01101,           0.0056726,          0.00021954,           0.0015341,           0.0015341,           0.0015341
                 255,             0.01248,             0.01265,          0.00049137,             0.96977,             0.96751,             0.98065,             0.88776,            0.011007,           0.0056773,          0.00021479,           0.0015121,           0.0015121,           0.0015121
                 256,            0.012738,            0.012475,          0.00044609,             0.97044,             0.96683,              0.9807,             0.88802,             0.01099,           0.0056739,          0.00021108,           0.0014905,           0.0014905,           0.0014905
                 257,            0.012588,            0.012456,           0.0003945,             0.96935,             0.96782,              0.9806,             0.88827,             0.01097,           0.0056698,          0.00020875,           0.0014693,           0.0014693,           0.0014693
                 258,            0.012443,            0.012666,          0.00041951,             0.97036,             0.96657,             0.98054,             0.88851,            0.010955,            0.005666,          0.00020747,           0.0014486,           0.0014486,           0.0014486
                 259,            0.012537,            0.012365,          0.00049373,             0.97179,             0.96846,             0.98192,             0.88893,            0.010947,           0.0056677,          0.00020734,           0.0014283,           0.0014283,           0.0014283
                 260,            0.012607,            0.012464,          0.00042688,             0.97133,             0.96798,             0.98196,              0.8894,            0.010935,           0.0056678,          0.00020475,           0.0014084,           0.0014084,           0.0014084
                 261,            0.012343,            0.012551,          0.00051181,             0.96942,              0.9666,             0.98053,             0.89017,            0.010928,           0.0056658,          0.00020292,            0.001389,            0.001389,            0.001389
                 262,            0.012282,            0.012624,          0.00038225,             0.96907,             0.96718,             0.98076,             0.89027,            0.010905,           0.0056632,          0.00020186,           0.0013701,           0.0013701,           0.0013701
                 263,            0.012357,            0.012276,          0.00037454,             0.97017,              0.9694,             0.98227,             0.89069,            0.010891,            0.005659,          0.00020024,           0.0013516,           0.0013516,           0.0013516
                 264,             0.01222,             0.01247,          0.00039317,             0.97103,             0.96823,             0.98202,             0.89107,            0.010887,            0.005658,          0.00019862,           0.0013336,           0.0013336,           0.0013336
                 265,            0.012262,            0.012309,          0.00039531,             0.97124,             0.96823,             0.98223,             0.89116,            0.010883,           0.0056544,          0.00019773,            0.001316,            0.001316,            0.001316
                 266,            0.012545,            0.012385,          0.00032981,             0.97098,             0.96809,             0.98117,             0.89067,            0.010873,           0.0056494,          0.00019612,           0.0012989,           0.0012989,           0.0012989
                 267,            0.012105,            0.012167,          0.00035007,             0.97153,             0.96791,             0.98116,              0.8908,            0.010867,           0.0056497,          0.00019543,           0.0012822,           0.0012822,           0.0012822
                 268,            0.012032,            0.012245,          0.00038102,             0.97139,             0.96824,             0.98218,             0.89073,            0.010869,           0.0056473,          0.00019456,            0.001266,            0.001266,            0.001266
                 269,            0.011945,            0.012283,          0.00037561,             0.97468,             0.96501,             0.98113,             0.89144,            0.010864,           0.0056443,          0.00019382,           0.0012503,           0.0012503,           0.0012503
                 270,            0.012218,            0.012047,          0.00033256,             0.97478,             0.96502,             0.98113,             0.89179,            0.010863,           0.0056436,          0.00019245,            0.001235,            0.001235,            0.001235
                 271,            0.011923,            0.012146,           0.0004051,              0.9722,              0.9681,             0.98225,             0.89206,            0.010853,           0.0056397,          0.00019225,           0.0012202,           0.0012202,           0.0012202
                 272,            0.012189,            0.012121,          0.00035168,              0.9725,             0.96792,             0.98224,             0.89228,            0.010846,           0.0056374,          0.00019195,           0.0012059,           0.0012059,           0.0012059
                 273,            0.012204,            0.012232,          0.00035834,             0.97258,             0.96795,             0.98226,              0.8923,            0.010839,           0.0056347,          0.00019119,           0.0011921,           0.0011921,           0.0011921
                 274,            0.012383,            0.012351,          0.00035947,             0.97281,             0.96792,             0.98232,             0.89251,            0.010836,           0.0056334,          0.00019107,           0.0011787,           0.0011787,           0.0011787
                 275,            0.011869,            0.012178,          0.00024861,             0.97279,             0.96793,             0.98232,             0.89308,            0.010821,           0.0056318,          0.00019019,           0.0011658,           0.0011658,           0.0011658
                 276,             0.01206,            0.011916,          0.00033986,             0.97286,              0.9683,             0.98217,             0.89282,            0.010809,           0.0056302,          0.00018959,           0.0011533,           0.0011533,           0.0011533
                 277,            0.012044,            0.011703,          0.00036583,             0.97228,             0.96876,             0.98224,             0.89382,            0.010795,           0.0056297,          0.00018857,           0.0011414,           0.0011414,           0.0011414
                 278,            0.012247,            0.012436,          0.00031404,             0.97241,             0.96852,             0.98141,              0.8943,            0.010787,           0.0056279,          0.00018703,           0.0011299,           0.0011299,           0.0011299
                 279,            0.012028,             0.01218,          0.00038287,             0.97251,             0.96862,             0.98258,             0.89445,            0.010782,           0.0056284,          0.00018576,           0.0011189,           0.0011189,           0.0011189
                 280,            0.011759,            0.012095,          0.00031069,             0.97249,             0.96868,             0.98258,             0.89458,             0.01078,           0.0056267,          0.00018475,           0.0011084,           0.0011084,           0.0011084
                 281,            0.011958,            0.012067,          0.00030179,             0.97241,             0.96873,             0.98257,             0.89487,            0.010772,           0.0056271,          0.00018412,           0.0010983,           0.0010983,           0.0010983
                 282,            0.011749,            0.011922,          0.00029711,             0.97253,             0.96874,             0.98251,             0.89523,             0.01077,           0.0056285,          0.00018292,           0.0010888,           0.0010888,           0.0010888
                 283,             0.01183,            0.011964,          0.00027971,              0.9722,             0.96914,             0.98257,             0.89494,            0.010765,           0.0056252,          0.00018271,           0.0010797,           0.0010797,           0.0010797
                 284,            0.012021,            0.012138,          0.00032923,             0.97308,             0.96901,             0.98259,             0.89562,            0.010766,           0.0056246,          0.00018108,           0.0010711,           0.0010711,           0.0010711
                 285,            0.012143,            0.011993,           0.0002972,             0.97171,             0.96965,             0.98262,             0.89586,            0.010765,           0.0056239,          0.00017984,            0.001063,            0.001063,            0.001063
                 286,             0.01172,            0.012069,          0.00029723,             0.97574,             0.96584,             0.98263,             0.89519,            0.010764,           0.0056259,          0.00017928,           0.0010554,           0.0010554,           0.0010554
                 287,            0.011945,            0.011839,          0.00032905,             0.97708,             0.96449,             0.98264,             0.89656,            0.010759,           0.0056282,           0.0001781,           0.0010483,           0.0010483,           0.0010483
                 288,            0.012283,            0.011902,          0.00039887,             0.97614,             0.96512,             0.98264,             0.89566,            0.010758,           0.0056296,          0.00017732,           0.0010416,           0.0010416,           0.0010416
                 289,            0.011708,            0.012069,          0.00031149,              0.9776,              0.9642,             0.98267,             0.89607,            0.010753,           0.0056332,          0.00017639,           0.0010355,           0.0010355,           0.0010355
                 290,            0.011925,            0.011654,          0.00031717,             0.97821,             0.96413,             0.98266,             0.89636,            0.010749,           0.0056325,          0.00017519,           0.0010298,           0.0010298,           0.0010298
                 291,             0.01167,            0.011597,          0.00045226,             0.97833,             0.96412,             0.98267,             0.89648,            0.010742,           0.0056347,          0.00017453,           0.0010247,           0.0010247,           0.0010247
                 292,            0.011761,            0.011769,          0.00036407,             0.97835,             0.96413,             0.98264,             0.89718,            0.010737,           0.0056396,          0.00017422,             0.00102,             0.00102,             0.00102
                 293,             0.01166,            0.011797,          0.00030754,             0.97872,             0.96414,             0.98259,             0.89692,            0.010735,           0.0056441,          0.00017387,           0.0010158,           0.0010158,           0.0010158
                 294,            0.011868,            0.012088,          0.00041339,             0.97845,             0.96418,             0.98262,              0.8971,            0.010728,            0.005648,           0.0001735,           0.0010121,           0.0010121,           0.0010121
                 295,             0.01175,            0.011596,          0.00036941,             0.97848,             0.96419,             0.98262,             0.89677,             0.01072,           0.0056529,          0.00017307,           0.0010089,           0.0010089,           0.0010089
                 296,            0.012006,            0.011879,          0.00026351,             0.97735,             0.96531,              0.9826,             0.89705,            0.010717,           0.0056545,          0.00017248,           0.0010062,           0.0010062,           0.0010062
                 297,            0.011867,            0.012081,          0.00028416,             0.97785,             0.96483,             0.98254,             0.89701,            0.010714,           0.0056555,          0.00017142,           0.0010039,           0.0010039,           0.0010039
                 298,            0.011597,            0.011791,          0.00024996,             0.97807,              0.9648,             0.98258,             0.89776,            0.010708,           0.0056574,          0.00017042,           0.0010022,           0.0010022,           0.0010022
                 299,            0.011654,            0.011782,          0.00026101,               0.978,              0.9648,             0.98253,             0.89774,            0.010703,           0.0056634,          0.00016958,            0.001001,            0.001001,            0.001001
